"Claim.Amount","Close.Amount","Disposition_Approve.in.Full","Disposition_Deny","Disposition_Settle","kmeansCluster"
190.34,190.34,1,0,0,4
13.45,13.45,1,0,0,4
9.4,9,1,0,0,4
75,75,1,0,0,4
109.95,109.95,1,0,0,4
40,40,1,0,0,4
60,60,1,0,0,4
25,25,1,0,0,4
50,50,1,0,0,4
400,400,1,0,0,4
125.95,125.95,1,0,0,4
250,250,1,0,0,4
311,311,1,0,0,4
28.45,28.45,1,0,0,4
890,0,0,1,0,3
180,0,0,1,0,3
16500,0,0,1,0,1
260,0,0,1,0,3
8000,0,0,1,0,3
14.94,14.94,0,1,0,3
995,0,0,1,0,3
2256,0,0,1,0,3
115,0,0,1,0,3
500,0,0,1,0,3
2150,2150,0,1,0,1
150,0,0,1,0,3
600,0,0,1,0,3
200,0,0,1,0,3
350,0,0,1,0,3
169.77,169.77,0,1,0,3
300,0,0,1,0,3
150,0,0,1,0,3
939.17,0,0,1,0,3
15,0,0,1,0,3
437,0,0,1,0,3
811.84,0,0,1,0,3
230,0,0,1,0,3
7800,0,0,1,0,3
29.23,0,0,1,0,3
64,0,0,1,0,3
150,75,0,0,1,2
150,50,0,0,1,2
140,70,0,0,1,2
691.99,346,0,0,1,2
400,175,0,0,1,2
485,242.5,0,0,1,2
137.79,68.4,0,0,1,2
121,60.5,0,0,1,2
125,50,0,0,1,2
50,25,0,0,1,2
32,16,0,0,1,2
25.79,17.9,0,0,1,2
59,35,0,0,1,2
175,87.5,0,0,1,2
750,500,0,0,1,2
200,100,0,0,1,2
185,92.5,0,0,1,2
400,200,0,0,1,2
59,30,0,0,1,2
100,50,0,0,1,2
350,125,0,0,1,2
300,100,0,0,1,2
115,57.5,0,0,1,2
400,323,0,0,1,2
50,25,0,0,1,2
403.06,202,0,0,1,2
110,50,0,0,1,2
20.93,20.93,1,0,0,4
12.72,12.72,1,0,0,4
50,50,1,0,0,4
214,214,1,0,0,4
65,65,1,0,0,4
27.95,28,1,0,0,4
73.49,73.49,1,0,0,4
80,80,1,0,0,4
69.95,70,1,0,0,4
150,150,1,0,0,4
142,142,1,0,0,4
150,150,1,0,0,4
415.62,415.62,1,0,0,4
107,107,1,0,0,4
193,193,1,0,0,4
70,70,1,0,0,4
155.12,155.12,1,0,0,4
259,259,1,0,0,4
20,20,1,0,0,4
30,30,1,0,0,4
554,554,1,0,0,4
20,20,1,0,0,4
400,400,1,0,0,4
75,75,1,0,0,4
175,8,1,0,0,4
57.14,57,1,0,0,4
1300,1300,1,0,0,4
107.03,107.03,1,0,0,4
650,650,0,1,0,3
1431,0,0,1,0,3
20,0,0,1,0,3
137.91,0,0,1,0,3
4500,0,0,1,0,3
240,0,0,1,0,3
54.96,0,0,1,0,3
600,0,0,1,0,3
162.36,0,0,1,0,3
315.85,0,0,1,0,3
1000,0,0,1,0,3
165,0,0,1,0,3
170,0,0,1,0,3
150,0,0,1,0,3
125,0,0,1,0,3
120,0,0,1,0,3
110,0,0,1,0,3
90,0,0,1,0,3
660,660,0,1,0,3
4625,4625,0,1,0,1
80,0,0,1,0,3
235,75,0,0,1,2
302,227.68,0,0,1,2
2425,500,0,0,1,2
950,475,0,0,1,2
814.92,407.46,0,0,1,2
85.31,42.66,0,0,1,2
375,350,0,0,1,2
300,75,0,0,1,2
70.19,32.5,0,0,1,2
150,75,0,0,1,2
46.47,23.24,0,0,1,2
45,22.5,0,0,1,2
90,45,0,0,1,2
470,323.22,0,0,1,2
100,50,0,0,1,2
250,125,0,0,1,2
255,180,0,0,1,2
398,200,0,0,1,2
129.05,65,0,0,1,2
584.96,274.48,0,0,1,2
183,91.5,0,0,1,2
65,32.5,0,0,1,2
200,180,0,0,1,2
2546.19,891.97,0,0,1,2
39.18,20,0,0,1,2
150,75,0,0,1,2
100,50,0,0,1,2
166.79,166.79,1,0,0,4
38,38,1,0,0,4
25,25,1,0,0,4
16,16,1,0,0,4
4000,4000,0,1,0,1
800,0,0,1,0,3
200,0,0,1,0,3
2950,1403.64,0,0,1,2
85,85,1,0,0,4
25,20,1,0,0,4
264.31,264.31,1,0,0,4
91,91,1,0,0,4
48.5,48.5,1,0,0,4
175,21.55,1,0,0,4
4.2,4.2,1,0,0,4
335,335,1,0,0,4
80,80,1,0,0,4
65,65,1,0,0,4
175,0,1,0,0,4
52.71,53,1,0,0,4
79.2,79.2,1,0,0,4
10,10,1,0,0,4
18.8,18.8,1,0,0,4
20,20,1,0,0,4
48,48,1,0,0,4
50,50,1,0,0,4
150,150,1,0,0,4
85,85,1,0,0,4
1314.96,0,0,1,0,3
500,0,0,1,0,3
146.87,0,0,1,0,3
300,0,0,1,0,3
162.36,162.36,0,1,0,3
129.98,0,0,1,0,3
120,0,0,1,0,3
50,0,0,1,0,3
80.27,0,0,1,0,3
160,0,0,1,0,3
75,0,0,1,0,3
2600,0,0,1,0,3
773.49,0,0,1,0,3
995,0,0,1,0,3
600,0,0,1,0,3
4819,0,0,1,0,3
16.48,0,0,1,0,3
18.52,0,0,1,0,3
393.68,193,0,0,1,2
126.38,13.19,0,0,1,2
250,175,0,0,1,2
200,50,0,0,1,2
409,237.46,0,0,1,2
59.95,30,0,0,1,2
150,75,0,0,1,2
180,90,0,0,1,2
105,53,0,0,1,2
90,45,0,0,1,2
60,30,0,0,1,2
50,25,0,0,1,2
135,31.56,0,0,1,2
175,58.65,0,0,1,2
125,62.5,0,0,1,2
122,61,0,0,1,2
42,21,0,0,1,2
218.95,109.5,0,0,1,2
299,150,0,0,1,2
260,130,0,0,1,2
1169.17,584.59,0,0,1,2
150,75,0,0,1,2
263,263,0,0,1,2
297.83,297.83,1,0,0,4
50,50,1,0,0,4
201.75,201.75,1,0,0,4
74.69,75,1,0,0,4
150,150,1,0,0,4
211.46,211.46,1,0,0,4
50,50,1,0,0,4
65,65,1,0,0,4
175,175,1,0,0,4
175,325,1,0,0,4
58,58,1,0,0,4
32,32,1,0,0,4
250,250,1,0,0,4
499,499,1,0,0,4
27.25,27,1,0,0,4
129.95,129.95,1,0,0,4
189,189,1,0,0,4
140.71,140.71,1,0,0,4
30,30,1,0,0,4
35,35,1,0,0,4
30,30,1,0,0,4
35.98,36,1,0,0,4
46.86,47,1,0,0,4
50,50,1,0,0,4
20,20,1,0,0,4
22,22,1,0,0,4
200,200,1,0,0,4
59.34,60,1,0,0,4
420,420,1,0,0,4
50,50,1,0,0,4
75,75,1,0,0,4
98,98,1,0,0,4
38,38,1,0,0,4
992.75,992.75,1,0,0,4
500,500,1,0,0,4
285,285,1,0,0,4
724.32,724.32,1,0,0,4
65,65,1,0,0,4
25,25,1,0,0,4
120,120,1,0,0,4
10,10,1,0,0,4
25,25,1,0,0,4
10,10,1,0,0,4
75,75,1,0,0,4
150,150,1,0,0,4
300,300,1,0,0,4
24.43,24,1,0,0,4
40,40,1,0,0,4
258.66,258.66,1,0,0,4
35,35,1,0,0,4
30,30,1,0,0,4
12.99,13,1,0,0,4
19.25,19.25,1,0,0,4
5,5,1,0,0,4
75,75,1,0,0,4
55,55,1,0,0,4
32.79,33,1,0,0,4
60,60,1,0,0,4
24.39,24.39,1,0,0,4
123.84,123.84,1,0,0,4
48,48,1,0,0,4
70,70,1,0,0,4
20,20,1,0,0,4
264.91,264.91,1,0,0,4
100,100,1,0,0,4
185,185,1,0,0,4
36.57,36.57,1,0,0,4
17.8,17.8,1,0,0,4
75,75,1,0,0,4
65,65,1,0,0,4
22.45,22.45,1,0,0,4
891.06,891.06,1,0,0,4
7.99,8,1,0,0,4
30,30,1,0,0,4
50,50,1,0,0,4
125,125,1,0,0,4
60,60,1,0,0,4
100,100,1,0,0,4
130,130,1,0,0,4
57.92,57.92,1,0,0,4
3824.39,0,0,1,0,3
465,0,0,1,0,3
800,0,0,1,0,3
35,0,0,1,0,3
110,0,0,1,0,3
100,0,0,1,0,3
700,0,0,1,0,3
69.2,0,0,1,0,3
200,0,0,1,0,3
100,0,0,1,0,3
200,0,0,1,0,3
2400,0,0,1,0,3
287,287,0,1,0,3
65,0,0,1,0,3
234.3,0,0,1,0,3
200,0,0,1,0,3
2040,0,0,1,0,3
1500,0,0,1,0,3
100,0,0,1,0,3
600,0,0,1,0,3
400,0,0,1,0,3
125,0,0,1,0,3
200,0,0,1,0,3
100,0,0,1,0,3
592.79,0,0,1,0,3
135,0,0,1,0,3
169.5,0,0,1,0,3
85,0,0,1,0,3
200,0,0,1,0,3
60,0,0,1,0,3
280,0,0,1,0,3
79,0,0,1,0,3
485,0,0,1,0,3
600,0,0,1,0,3
1000,0,0,1,0,3
653,0,0,1,0,3
60,30,0,0,1,2
120,60,0,0,1,2
291.5,228.96,0,0,1,2
225,112.5,0,0,1,2
15.95,7.98,0,0,1,2
75,37.5,0,0,1,2
626.28,313.14,0,0,1,2
163,81.5,0,0,1,2
430.45,215.23,0,0,1,2
100,18.46,0,0,1,2
128.33,64,0,0,1,2
60,30,0,0,1,2
99,50,0,0,1,2
84.79,40,0,0,1,2
560.65,375,0,0,1,2
100,50,0,0,1,2
600,300,0,0,1,2
45,22.5,0,0,1,2
119.99,50,0,0,1,2
300,150,0,0,1,2
200,100,0,0,1,2
25,12.5,0,0,1,2
600,539.97,0,0,1,2
8.24,4.12,0,0,1,2
250,125,0,0,1,2
193.3,96.65,0,0,1,2
537.01,268.51,0,0,1,2
15,7.5,0,0,1,2
50,25,0,0,1,2
214.49,107.25,0,0,1,2
177.7,88.85,0,0,1,2
65,32.5,0,0,1,2
75,37.5,0,0,1,2
181,90.5,0,0,1,2
300,132.97,0,0,1,2
150,75,0,0,1,2
50,25,0,0,1,2
228,228,0,0,1,2
150,75,0,0,1,2
50,25,0,0,1,2
75,37.5,0,0,1,2
125,50,0,0,1,2
100,50,0,0,1,2
195,97.5,0,0,1,2
274,177.2,0,0,1,2
2000,1000,0,0,1,2
150,75,0,0,1,2
1850,1647.84,0,0,1,2
85,42.5,0,0,1,2
100,50,0,0,1,2
400,200,0,0,1,2
150,75,0,0,1,2
35,16.3,0,0,1,2
27.2,13.6,0,0,1,2
200,100,0,0,1,2
166.15,83.08,0,0,1,2
287,264.91,0,0,1,2
190,95,0,0,1,2
86,43,0,0,1,2
500,170,0,0,1,2
150,75,0,0,1,2
400,200,0,0,1,2
75,37.5,0,0,1,2
71.94,35.47,0,0,1,2
34.99,17.45,0,0,1,2
425,212.5,0,0,1,2
350,175,0,0,1,2
199,99.5,0,0,1,2
1032,516,0,0,1,2
500,500,0,0,1,2
385,192.5,0,0,1,2
86.8,40,0,0,1,2
1167.08,269,0,0,1,2
250,50,0,0,1,2
75,75,0,0,1,2
702.08,351.04,0,0,1,2
150,75,0,0,1,2
540,270,0,0,1,2
25,25,1,0,0,4
80,80,1,0,0,4
30,30,1,0,0,4
216,216.49,1,0,0,4
30,30,1,0,0,4
60,60,1,0,0,4
46.5,46.5,1,0,0,4
35,35,1,0,0,4
162.9,162.9,1,0,0,4
37.16,37.16,1,0,0,4
39.95,39.95,1,0,0,4
80,80,1,0,0,4
35,35,1,0,0,4
289,0,0,1,0,3
350,0,0,1,0,3
850,0,0,1,0,3
1300,0,0,1,0,3
150,0,0,1,0,3
300,0,0,1,0,3
75,0,0,1,0,3
5250,0,0,1,0,3
470,235,0,1,0,3
80,0,1,0,0,4
403.95,202,0,0,1,2
262.53,75,0,0,1,2
75,30,0,0,1,2
130,65,0,0,1,2
350,156,0,0,1,2
60,30,0,0,1,2
271.2,136,0,0,1,2
69,35,0,0,1,2
165,82.5,0,0,1,2
100,50,0,0,1,2
450,225,0,0,1,2
149.75,75,0,0,1,2
23,15,0,0,1,2
138.18,110.54,0,0,1,2
24.99,24.99,1,0,0,4
150,0,1,0,0,4
18,18,1,0,0,4
160,160,1,0,0,4
42,42,1,0,0,4
30,30,1,0,0,4
110,110,1,0,0,4
115.5,115.5,1,0,0,4
10,10,1,0,0,4
150,150,1,0,0,4
15.9,15.9,1,0,0,4
20,20,1,0,0,4
40,40,1,0,0,4
1050,0,0,1,0,3
1500,0,0,1,0,3
670,0,0,1,0,3
800,0,0,1,0,3
978.28,891.06,0,1,0,3
489,0,0,1,0,3
4250,0,0,1,0,3
106.59,106.59,0,1,0,3
95,0,0,1,0,3
3550,0,0,1,0,3
75,0,0,1,0,3
475.26,0,0,1,0,3
800,0,0,1,0,3
1679,0,0,1,0,3
1265.49,0,0,1,0,3
1322,0,0,1,0,3
231,115.5,0,0,1,2
117,58.5,0,0,1,2
450,225,0,0,1,2
69.8,34.9,0,0,1,2
80,50,0,0,1,2
40,20,0,0,1,2
132,66,0,0,1,2
59.25,29.63,0,0,1,2
162.92,81.46,0,0,1,2
100,50,0,0,1,2
80,40,0,0,1,2
62.79,31.4,0,0,1,2
90,45,0,0,1,2
50,25,0,0,1,2
150,75,0,0,1,2
299,149.5,0,0,1,2
120,60,0,0,1,2
85,42.5,0,0,1,2
52,26,0,0,1,2
414,291.95,0,0,1,2
60,30,0,0,1,2
251,125.8,0,0,1,2
249,50,0,0,1,2
250,50,0,0,1,2
3917,1958.5,0,0,1,1
280,50,0,0,1,2
1000,179,0,0,1,2
150,75,0,0,1,2
202.95,50,0,0,1,2
6,0,1,0,0,4
75,75,1,0,0,4
53,53,1,0,0,4
45,45,1,0,0,4
59,59,1,0,0,4
84.23,84.23,1,0,0,4
379.5,379.5,1,0,0,4
245,0,0,1,0,3
680,680,0,1,0,3
1798,0,0,1,0,3
35,17.5,0,0,1,2
64.94,32.47,0,0,1,2
80,20,0,0,1,2
30,15,0,0,1,2
200.5,50,0,0,1,2
400,200,0,0,1,2
260,130,0,0,1,2
3329.96,1664.98,0,0,1,1
383.4,383.4,1,0,0,4
50,50,1,0,0,4
30,30,1,0,0,4
50,50,1,0,0,4
200,200,1,0,0,4
40,40,1,0,0,4
43,43,1,0,0,4
148,148,1,0,0,4
36,36,1,0,0,4
60,60,1,0,0,4
380,380,1,0,0,4
150,150,1,0,0,4
25,25,1,0,0,4
110,110,1,0,0,4
111.83,112,1,0,0,4
267.18,267.18,1,0,0,4
120,120,1,0,0,4
50,50,1,0,0,4
75,75,1,0,0,4
75,75,1,0,0,4
7.5,7.5,1,0,0,4
127,127,1,0,0,4
10,10,1,0,0,4
50,50,1,0,0,4
32.09,32.09,1,0,0,4
86.15,86.15,1,0,0,4
60,60,1,0,0,4
32.4,32.4,1,0,0,4
140,140,1,0,0,4
425,425,1,0,0,4
52.99,53,1,0,0,4
40,40,1,0,0,4
18,18,1,0,0,4
19.99,19.99,1,0,0,4
64.5,64.5,1,0,0,4
100,100,1,0,0,4
52.99,53,1,0,0,4
120,120,1,0,0,4
223.85,223.85,1,0,0,4
18.3,18,1,0,0,4
147,147,1,0,0,4
280,280,1,0,0,4
50,50,1,0,0,4
106.87,106.87,1,0,0,4
150,150,1,0,0,4
89.99,89.99,1,0,0,4
225,225,1,0,0,4
200,200,1,0,0,4
85,85,1,0,0,4
159,159,1,0,0,4
60,60,1,0,0,4
33,33,1,0,0,4
75,75,1,0,0,4
62.18,62,1,0,0,4
470,470,1,0,0,4
50,50,1,0,0,4
500,500,1,0,0,4
100,0,0,1,0,3
610,0,0,1,0,3
300,0,0,1,0,3
249,0,0,1,0,3
482.72,0,0,1,0,3
100,0,0,1,0,3
130,0,0,1,0,3
23.75,0,0,1,0,3
210,0,0,1,0,3
212.51,0,0,1,0,3
290,0,0,1,0,3
89.97,0,0,1,0,3
161.24,0,0,1,0,3
230,0,0,1,0,3
7.99,0,0,1,0,3
40,0,0,1,0,3
600,0,0,1,0,3
150,0,0,1,0,3
6.2,0,0,1,0,3
1500,1500,0,1,0,3
3000,0,0,1,0,3
825,0,0,1,0,3
2000,0,0,1,0,3
1650,0,0,1,0,3
1113,0,0,1,0,3
5,0,0,1,0,3
1000,0,0,1,0,3
295.77,295.77,0,1,0,3
2271.56,1400,0,0,1,2
458,58,0,0,1,2
260,130,0,0,1,2
522.36,297.07,0,0,1,2
699.85,520.83,0,0,1,2
28.21,18.21,0,0,1,2
400,200,0,0,1,2
65,32.5,0,0,1,2
25,8,0,0,1,2
59,29.5,0,0,1,2
25,12.5,0,0,1,2
400,200,0,0,1,2
200,50,0,0,1,2
52.45,26.23,0,0,1,2
300,100,0,0,1,2
10000,2226.5,0,0,1,1
466.34,233.17,0,0,1,2
18,9,0,0,1,2
485,242.5,0,0,1,2
59.99,30,0,0,1,2
540,270,0,0,1,2
75,50,0,0,1,2
277.12,138.5,0,0,1,2
900,275.23,0,0,1,2
207.8,103.9,0,0,1,2
37.5,18.75,0,0,1,2
100,50,0,0,1,2
129,110,0,0,1,2
400,200,0,0,1,2
277.1,277.1,0,0,1,2
190.95,179.96,0,0,1,2
330,180,0,0,1,2
150,120,0,0,1,2
26.99,13.5,0,0,1,2
950,427.5,0,0,1,2
100,50,0,0,1,2
300,100,0,0,1,2
65,32.5,0,0,1,2
289.99,50,0,0,1,2
179,89.5,0,0,1,2
50,25,0,0,1,2
30,15,0,0,1,2
45.47,25,0,0,1,2
452,226,0,0,1,2
4456.4,1280.68,0,0,1,2
50,50,1,0,0,4
300,300,1,0,0,4
100,100,1,0,0,4
40,40,1,0,0,4
19.34,19.34,1,0,0,4
545.22,545.22,1,0,0,4
721,721,1,0,0,4
450,450,1,0,0,4
350,350,1,0,0,4
100,100,1,0,0,4
725.5,725.5,1,0,0,4
757.97,720,1,0,0,4
15,15,1,0,0,4
47.7,47.7,1,0,0,4
52,52,1,0,0,4
69.95,70,1,0,0,4
95.39,95.39,1,0,0,4
25,25,1,0,0,4
73,73,1,0,0,4
175,222.6,1,0,0,4
300,300,1,0,0,4
23.3,23.3,1,0,0,4
64.99,64.99,1,0,0,4
102,102,1,0,0,4
55,55,1,0,0,4
190,190,1,0,0,4
1109.22,1109.22,1,0,0,4
39.99,39.99,1,0,0,4
17.09,17.09,1,0,0,4
140,140,1,0,0,4
726.73,726.73,1,0,0,4
35,35,1,0,0,4
20,20,1,0,0,4
75,75,1,0,0,4
17,17,1,0,0,4
120,120,1,0,0,4
27,27,1,0,0,4
175,0,1,0,0,4
18.58,19,1,0,0,4
531,0,1,0,0,4
223,223,1,0,0,4
500,500,1,0,0,4
126,126,1,0,0,4
50,50,1,0,0,4
62,62,1,0,0,4
45,45,1,0,0,4
49,49,1,0,0,4
60,60,1,0,0,4
42,42,1,0,0,4
87.91,87.91,1,0,0,4
17.98,17.98,1,0,0,4
224.5,224.5,1,0,0,4
41.68,41.68,1,0,0,4
768.95,768.95,1,0,0,4
42.49,42,1,0,0,4
461,461,1,0,0,4
200,200,1,0,0,4
8,8,1,0,0,4
31.24,31.24,1,0,0,4
70,70,1,0,0,4
292.99,292.99,1,0,0,4
37.72,37.72,1,0,0,4
45.47,45.47,1,0,0,4
381.25,381,1,0,0,4
52,0,0,1,0,3
5200,0,0,1,0,3
480,0,0,1,0,3
145,0,0,1,0,3
3500,0,0,1,0,3
250,0,0,1,0,3
600,0,0,1,0,3
2100,0,0,1,0,3
87.5,0,0,1,0,3
10,0,0,1,0,3
69.5,0,0,1,0,3
1770.24,0,0,1,0,3
90,0,0,1,0,3
1062,1062,0,1,0,3
145,0,0,1,0,3
4000,0,0,1,0,3
149.37,0,0,1,0,3
1200,0,0,1,0,3
160,0,0,1,0,3
4500,0,0,1,0,3
600,0,0,1,0,3
225,0,0,1,0,3
350,350,0,1,0,3
530,0,0,1,0,3
878.71,0,0,1,0,3
60,0,0,1,0,3
380,0,0,1,0,3
760.16,0,0,1,0,3
200,0,0,1,0,3
100,0,0,1,0,3
675,0,0,1,0,3
8777,8777,0,1,0,1
1200,0,0,1,0,3
80,0,0,1,0,3
10.45,0,0,1,0,3
350,0,0,1,0,3
49.74,0,0,1,0,3
160,0,0,1,0,3
50,0,0,1,0,3
260,0,0,1,0,3
175,0,0,1,0,3
130,0,0,1,0,3
49,0,0,1,0,3
20,0,0,1,0,3
400,0,0,1,0,3
40,0,0,1,0,3
300,150,0,0,1,2
327.06,163.53,0,0,1,2
383.65,191.83,0,0,1,2
109,54.5,0,0,1,2
70,35,0,0,1,2
1592,531.09,0,0,1,2
23.87,11.5,0,0,1,2
150,75,0,0,1,2
318,159,0,0,1,2
259,209.16,0,0,1,2
781,235.87,0,0,1,2
500,250,0,0,1,2
175,55,0,0,1,2
1200,990.44,0,0,1,2
34.5,17.25,0,0,1,2
358,179,0,0,1,2
400,200,0,0,1,2
1085,225,0,0,1,2
275,120.75,0,0,1,2
152.09,76.05,0,0,1,2
150,75,0,0,1,2
163.45,163.45,0,0,1,2
500,250,0,0,1,2
324,162,0,0,1,2
185,161.1,0,0,1,2
2100,1015,0,0,1,2
200,171,0,0,1,2
249.95,125,0,0,1,2
90,45,0,0,1,2
30,15,0,0,1,2
125,62.5,0,0,1,2
60,30,0,0,1,2
140,99.3,0,0,1,2
90,72,0,0,1,2
99.95,53.1,0,0,1,2
190,95,0,0,1,2
25,12.5,0,0,1,2
595,547.4,0,0,1,2
317.92,158.96,0,0,1,2
400,157.38,0,0,1,2
200,100,0,0,1,2
300,193,0,0,1,2
290,101.5,0,0,1,2
43,21.5,0,0,1,2
25,12.5,0,0,1,2
1000,562.5,0,0,1,2
130,65.76,0,0,1,2
100,33,0,0,1,2
3035,2229.47,0,0,1,1
100,42,0,0,1,2
300,125,0,0,1,2
159,52,0,0,1,2
41.73,21,0,0,1,2
70,35,0,0,1,2
50,25,0,0,1,2
47.84,24,0,0,1,2
59,29.5,0,0,1,2
80,50,0,0,1,2
110,55,0,0,1,2
99,49.95,0,0,1,2
200,100,0,0,1,2
120,60,0,0,1,2
133,133,0,0,1,2
261.95,130.97,0,0,1,2
5000,3291.75,0,0,1,1
111,111,0,0,1,2
259,259,1,0,0,4
55,55,1,0,0,4
18.75,18.75,1,0,0,4
8.99,8.99,1,0,0,4
819.75,819.75,1,0,0,4
223,212,1,0,0,4
75,75,1,0,0,4
250,250,1,0,0,4
65,65,1,0,0,4
4000,4000,1,0,0,1
93,93,1,0,0,4
80,80,1,0,0,4
2000,0,0,1,0,3
1801.43,0,0,1,0,3
1472.19,0,0,1,0,3
159,0,0,1,0,3
56.36,0,0,1,0,3
100,0,0,1,0,3
55,0,0,1,0,3
318,0,0,1,0,3
500,0,0,1,0,3
149.99,0,0,1,0,3
70,50,0,0,1,2
100,75,0,0,1,2
196.19,30,0,0,1,2
250,136,0,0,1,2
149.99,75,0,0,1,2
42.95,21.5,0,0,1,2
35,17.5,0,0,1,2
100,50,0,0,1,2
500,250,0,0,1,2
315,157.5,0,0,1,2
42.12,42,1,0,0,4
75,75,1,0,0,4
25,25,1,0,0,4
30,30,1,0,0,4
250,205,1,0,0,4
35.8,35.8,1,0,0,4
190,190,1,0,0,4
26,26,1,0,0,4
40,40,1,0,0,4
200,200,1,0,0,4
25,25,1,0,0,4
100,100,1,0,0,4
150,0,1,0,0,4
100,75,1,0,0,4
14.95,15,1,0,0,4
145,145,1,0,0,4
1564.16,0,0,1,0,3
800,0,0,1,0,3
350,0,0,1,0,3
40,0,0,1,0,3
96,0,0,1,0,3
1000,0,0,1,0,3
170,0,0,1,0,3
300,0,0,1,0,3
77.03,0,0,1,0,3
150,0,0,1,0,3
464,0,0,1,0,3
65,0,0,1,0,3
283.44,0,0,1,0,3
74,0,0,1,0,3
2760.36,0,0,1,0,3
65,0,0,1,0,3
338.96,168,0,0,1,2
2865.4,1716.44,0,0,1,1
500,250,0,0,1,2
2200,1100,0,0,1,2
633.88,316.94,0,0,1,2
25,12.5,0,0,1,2
25,12.5,0,0,1,2
117.6,58.8,0,0,1,2
200,100,0,0,1,2
91.2,45.6,0,0,1,2
150,85.5,0,0,1,2
86.19,43,0,0,1,2
303.18,121.5,0,0,1,2
400,100,0,0,1,2
70,35,0,0,1,2
110.5,55,0,0,1,2
450,411,0,0,1,2
79.97,39.99,0,0,1,2
95,47.5,0,0,1,2
193.45,96.73,0,0,1,2
537.45,74.49,0,0,1,2
149,75,0,0,1,2
250,125,0,0,1,2
225,50,0,0,1,2
250,50,0,0,1,2
317,160.59,0,0,1,2
86.69,43.35,0,0,1,2
22,22,1,0,0,4
308.95,309,1,0,0,4
150,0,1,0,0,4
50,50,1,0,0,4
1265,1265,1,0,0,4
35,35,1,0,0,4
1084,0,0,1,0,3
200,0,0,1,0,3
365.87,365.87,0,1,0,3
105,0,0,1,0,3
5763,0,0,1,0,3
823.25,823.25,0,1,0,3
45,22.5,0,0,1,2
81.32,40.66,0,0,1,2
250,50,0,0,1,2
100,50,0,0,1,2
75,37.5,0,0,1,2
450,200,0,0,1,2
109,54.5,0,0,1,2
100,50,0,0,1,2
40,20,0,0,1,2
425,106.25,0,0,1,2
486,243,0,0,1,2
179,89.5,0,0,1,2
100,100,1,0,0,4
52.49,52,1,0,0,4
129.44,129.44,1,0,0,4
235,175,1,0,0,4
10.5,10.5,1,0,0,4
50,50,1,0,0,4
75,75,1,0,0,4
20,20,1,0,0,4
49,49,1,0,0,4
75,75,1,0,0,4
10,10,1,0,0,4
2609,2609,1,0,0,1
115,115,1,0,0,4
19.95,19.95,1,0,0,4
50,0,1,0,0,4
20,20,1,0,0,4
50,50,1,0,0,4
229,229,1,0,0,4
86.53,6.53,1,0,0,4
20,20,1,0,0,4
55,55,1,0,0,4
16.94,0,1,0,0,4
81.95,82,1,0,0,4
50,50,1,0,0,4
120,120,1,0,0,4
50,50,1,0,0,4
119.89,119.89,1,0,0,4
185,185,1,0,0,4
18.76,18.76,1,0,0,4
120,120,1,0,0,4
100,100,1,0,0,4
572.69,573,1,0,0,4
300,300,1,0,0,4
100,100,1,0,0,4
15,15,1,0,0,4
1117.96,1117.96,0,1,0,3
6899,0,0,1,0,3
400,0,0,1,0,3
3250,0,0,1,0,3
97.75,0,0,1,0,3
1488,0,0,1,0,3
40,0,0,1,0,3
75.06,0,0,1,0,3
299,0,0,1,0,3
35,0,0,1,0,3
800,0,0,1,0,3
270,0,0,1,0,3
3500,3500,0,1,0,1
50,0,0,1,0,3
400,0,0,1,0,3
150,0,0,1,0,3
20,0,0,1,0,3
750,750,0,1,0,3
600,0,0,1,0,3
80,0,0,1,0,3
53.98,0,0,1,0,3
2000,0,0,1,0,3
1898,0,0,1,0,3
200,0,0,1,0,3
5883.19,0,0,1,0,3
259,0,0,1,0,3
21.2,0,0,1,0,3
74.19,0,0,1,0,3
250,0,0,1,0,3
2500,2500,0,1,0,1
101.36,0,0,1,0,3
12,0,0,1,0,3
240,0,0,1,0,3
455,0,0,1,0,3
1900,0,0,1,0,3
2700,0,0,1,0,3
40,20,0,0,1,2
930.34,139.97,0,0,1,2
483.74,321.73,0,0,1,2
166.42,83.21,0,0,1,2
269.54,50,0,0,1,2
26,13,0,0,1,2
1550,684.04,0,0,1,2
1000,300,0,0,1,2
95,47.5,0,0,1,2
281.9,99.79,0,0,1,2
469.98,117.5,0,0,1,2
803.81,377.06,0,0,1,2
390.71,362.08,0,0,1,2
55,27.5,0,0,1,2
100,50,0,0,1,2
50,25,0,0,1,2
70,35,0,0,1,2
1700,1294.31,0,0,1,2
400,325,0,0,1,2
300,125,0,0,1,2
920,460,0,0,1,2
144.95,72.48,0,0,1,2
80.5,40.25,0,0,1,2
150,75,0,0,1,2
500,250,0,0,1,2
200,100,0,0,1,2
290.22,145,0,0,1,2
1506,631,0,0,1,2
600,222.97,0,0,1,2
24,12,0,0,1,2
400,198.75,0,0,1,2
850,650,0,0,1,2
150,50,0,0,1,2
86.76,86.76,1,0,0,4
6,6,1,0,0,4
100,0,1,0,0,4
40,40,1,0,0,4
417.44,417.44,1,0,0,4
165,165,1,0,0,4
35,35,1,0,0,4
23.1,23,1,0,0,4
50,50,1,0,0,4
120,120,1,0,0,4
305,305,1,0,0,4
22.99,22.99,1,0,0,4
18,18,1,0,0,4
50,50,1,0,0,4
145,145,1,0,0,4
