"Claim.Amount","Close.Amount","Disposition_Approve.in.Full","Disposition_Deny","Disposition_Settle","kmeansCluster"
75,50,0,0,1,2
284.86,142.43,0,0,1,2
175,50,0,0,1,2
70.51,35.5,0,0,1,2
265.82,218.79,0,0,1,2
195,97.5,0,0,1,2
142.24,71.12,0,0,1,2
110,60,0,0,1,2
3331,1105,0,0,1,2
2017.03,646.7,0,0,1,2
325,162.5,0,0,1,2
2233,1153.99,0,0,1,2
92.85,50,0,0,1,2
99.95,49.98,0,0,1,2
200,100,0,0,1,2
51.7,25.85,0,0,1,2
160,128,0,0,1,2
521.52,469.37,0,0,1,2
98,98,1,0,0,4
60,60,1,0,0,4
30,30,1,0,0,4
44.52,44.52,1,0,0,4
129,129,1,0,0,4
10,10,1,0,0,4
94.98,0,0,1,0,3
100,0,0,1,0,3
212.88,0,0,1,0,3
2500,0,0,1,0,3
25,0,0,1,0,3
300,0,0,1,0,3
30,0,0,1,0,3
1633,0,0,1,0,3
52.76,0,0,1,0,3
20,0,0,1,0,3
94.47,0,0,1,0,3
5063.19,0,0,1,0,3
90,0,0,1,0,3
298,0,0,1,0,3
1612.5,1050,0,0,1,2
158.74,100,0,0,1,2
245,122.5,0,0,1,2
475.68,475.68,1,0,0,4
359.1,359.1,1,0,0,4
88.64,88.64,1,0,0,4
21.76,21.76,1,0,0,4
151.55,151.55,1,0,0,4
120,120,1,0,0,4
9.69,9.69,1,0,0,4
150.41,150.41,1,0,0,4
10.5,10.5,1,0,0,4
329,329,1,0,0,4
24.96,24.96,1,0,0,4
30,30,1,0,0,4
13.6,13.6,1,0,0,4
36,36,1,0,0,4
50,50,1,0,0,4
320,320,1,0,0,4
14.85,14.85,1,0,0,4
52.99,52.99,1,0,0,4
2800,0,0,1,0,3
825,0,0,1,0,3
343.74,0,0,1,0,3
547,0,0,1,0,3
77,0,0,1,0,3
785,0,0,1,0,3
427.18,0,0,1,0,3
500,0,0,1,0,3
48.79,0,0,1,0,3
3533.31,0,0,1,0,3
300,0,0,1,0,3
125,0,0,1,0,3
15.9,0,0,1,0,3
983.58,0,0,1,0,3
2500,0,0,1,0,3
449,0,0,1,0,3
898,0,0,1,0,3
706.9,0,0,1,0,3
851.98,0,0,1,0,3
200,0,0,1,0,3
150,0,0,1,0,3
450,0,0,1,0,3
253,0,0,1,0,3
1000,0,0,1,0,3
75,0,0,1,0,3
1960.41,0,0,1,0,3
302.5,0,0,1,0,3
50,0,0,1,0,3
4743.16,0,0,1,0,3
272.5,136.25,0,0,1,2
157.46,78.73,0,0,1,2
174.74,87.5,0,0,1,2
9061.56,2133.99,0,0,1,1
199.99,99.99,0,0,1,2
200,50,0,0,1,2
1200,251.51,0,0,1,2
84.78,42.39,0,0,1,2
78,50,0,0,1,2
2125,1062.85,0,0,1,2
105,50,0,0,1,2
18.39,18.39,1,0,0,4
75,75,1,0,0,4
50,50,1,0,0,4
197.97,197.97,1,0,0,4
15.93,15.93,1,0,0,4
192.88,192.88,1,0,0,4
40,40,1,0,0,4
315,315,1,0,0,4
259.38,259.38,1,0,0,4
9,9,1,0,0,4
18,18,1,0,0,4
10.6,10.6,1,0,0,4
45,45,1,0,0,4
2400,0,0,1,0,3
26.95,0,0,1,0,3
595.61,0,0,1,0,3
2965,0,0,1,0,3
108.74,0,0,1,0,3
411,0,0,1,0,3
40,0,0,1,0,3
800,0,0,1,0,3
700,0,0,1,0,3
35,0,0,1,0,3
300,0,0,1,0,3
1076.12,0,0,1,0,3
2000,0,0,1,0,3
230,0,0,1,0,3
250,0,0,1,0,3
61.99,0,0,1,0,3
100,0,0,1,0,3
1050,0,0,1,0,3
50,0,0,1,0,3
31.95,0,0,1,0,3
95,0,0,1,0,3
600,0,0,1,0,3
989.98,0,0,1,0,3
185,0,0,1,0,3
100,0,0,1,0,3
576.98,0,0,1,0,3
12,0,0,1,0,3
26100,0,0,1,0,1
100,0,0,1,0,3
145,0,0,1,0,3
46.81,0,0,1,0,3
533.37,0,0,1,0,3
50,0,0,1,0,3
818.97,0,0,1,0,3
51.37,0,0,1,0,3
45,0,0,1,0,3
61.93,44.98,0,0,1,2
76.55,38.28,0,0,1,2
500,250,0,0,1,2
159.9,79.95,0,0,1,2
192,96,0,0,1,2
1059.2,231.91,0,0,1,2
6221,1888.06,0,0,1,1
99.99,10,0,0,1,2
80,50,0,0,1,2
250,100,0,0,1,2
1149,787.75,0,0,1,2
1784.97,806.27,0,0,1,2
388.95,372.37,0,0,1,2
149,75,0,0,1,2
12.55,12.55,1,0,0,4
312,312,1,0,0,4
208.13,208.13,1,0,0,4
430,430,1,0,0,4
450,450,1,0,0,4
20,20,1,0,0,4
46.67,46.67,1,0,0,4
14.64,14.64,1,0,0,4
14.74,14.74,1,0,0,4
157.86,157.86,1,0,0,4
33,33,1,0,0,4
71.15,71.15,1,0,0,4
8.6,8.6,1,0,0,4
150,150,1,0,0,4
105,105,1,0,0,4
10.71,10.71,1,0,0,4
12.99,12.99,1,0,0,4
197.87,197.87,1,0,0,4
40,40,1,0,0,4
10,10,1,0,0,4
29.9,29.9,1,0,0,4
120,120,1,0,0,4
8,8,1,0,0,4
29.99,29.99,1,0,0,4
1045.72,0,0,1,0,3
831.81,0,0,1,0,3
829.9,0,0,1,0,3
3000,0,0,1,0,3
155,0,0,1,0,3
871,0,0,1,0,3
2200,0,0,1,0,3
1700,0,0,1,0,3
200,0,0,1,0,3
375,0,0,1,0,3
1275,0,0,1,0,3
1099,0,0,1,0,3
169.95,0,0,1,0,3
350,0,0,1,0,3
29.99,0,0,1,0,3
476.87,0,0,1,0,3
2175,0,0,1,0,3
291.46,0,0,1,0,3
1000,0,0,1,0,3
63.85,0,0,1,0,3
328.6,0,0,1,0,3
500,0,0,1,0,3
857.13,0,0,1,0,3
149.99,0,0,1,0,3
1002.47,0,0,1,0,3
4600,0,0,1,0,3
350,0,0,1,0,3
62.98,0,0,1,0,3
3000,0,0,1,0,3
200,0,0,1,0,3
432.5,0,0,1,0,3
2500,0,0,1,0,3
273.55,0,0,1,0,3
110.06,0,0,1,0,3
489,0,0,1,0,3
64.94,0,0,1,0,3
135,95,0,0,1,2
571.99,158.63,0,0,1,2
350.84,257.72,0,0,1,2
1615.17,807.59,0,0,1,2
550,289,0,0,1,2
1239.46,655.12,0,0,1,2
579,268.29,0,0,1,2
300,250,0,0,1,2
350,175,0,0,1,2
3050.72,1525.36,0,0,1,2
25,25,1,0,0,4
25,25,1,0,0,4
34.95,34.95,1,0,0,4
150,150,1,0,0,4
267,267,1,0,0,4
16.86,16.86,1,0,0,4
17,17,1,0,0,4
75,75,1,0,0,4
24.48,24.48,1,0,0,4
160,160,1,0,0,4
130.5,130.5,1,0,0,4
40,40,1,0,0,4
50,50,1,0,0,4
22,22,1,0,0,4
25,25,1,0,0,4
6.28,6.28,1,0,0,4
162.36,162.36,1,0,0,4
29.15,29.15,1,0,0,4
160,160,1,0,0,4
54,54,1,0,0,4
70,70,1,0,0,4
15.99,15.99,1,0,0,4
319.99,319.99,1,0,0,4
22,22,1,0,0,4
17.5,17.5,1,0,0,4
386.48,0,0,1,0,3
80,0,0,1,0,3
105.99,0,0,1,0,3
50,0,0,1,0,3
769,0,0,1,0,3
360,0,0,1,0,3
300,0,0,1,0,3
14,0,0,1,0,3
118.56,0,0,1,0,3
5000,0,0,1,0,3
75.78,0,0,1,0,3
3790.67,0,0,1,0,3
71.55,0,0,1,0,3
200,0,0,1,0,3
954.78,0,0,1,0,3
122.82,0,0,1,0,3
500,0,0,1,0,3
131.87,0,0,1,0,3
102.96,0,0,1,0,3
288,0,0,1,0,3
124.53,0,0,1,0,3
174.03,0,0,1,0,3
29,0,0,1,0,3
134.81,0,0,1,0,3
97,0,0,1,0,3
75,0,0,1,0,3
334.27,0,0,1,0,3
3500,0,0,1,0,3
80,0,0,1,0,3
216,0,0,1,0,3
5400.7,0,0,1,0,3
330,0,0,1,0,3
97.41,0,0,1,0,3
1082.72,0,0,1,0,3
5000,0,0,1,0,3
346,0,0,1,0,3
1521,0,0,1,0,3
78.45,0,0,1,0,3
3400,0,0,1,0,3
577.17,0,0,1,0,3
34,0,0,1,0,3
315.7,0,0,1,0,3
50,0,0,1,0,3
25,0,0,1,0,3
160,0,0,1,0,3
80.56,0,0,1,0,3
1200,0,0,1,0,3
41.5,0,0,1,0,3
479.93,0,0,1,0,3
790,0,0,1,0,3
268.04,0,0,1,0,3
125,0,0,1,0,3
550,0,0,1,0,3
348.65,0,0,1,0,3
56,0,0,1,0,3
2019,0,0,1,0,3
150,0,0,1,0,3
492.51,0,0,1,0,3
315,0,0,1,0,3
200,0,0,1,0,3
60,0,0,1,0,3
170,0,0,1,0,3
1085,0,0,1,0,3
3000,0,0,1,0,3
204.75,102.37,0,0,1,2
260.24,108.24,0,0,1,2
100,50,0,0,1,2
1770.14,1221.79,0,0,1,2
329,164.5,0,0,1,2
260.99,130.5,0,0,1,2
2063.97,629,0,0,1,2
104.49,52.25,0,0,1,2
1706,697.25,0,0,1,2
90,45,0,0,1,2
320,105,0,0,1,2
209.98,209.98,1,0,0,4
5,5,1,0,0,4
158,158,1,0,0,4
100,100,1,0,0,4
45,45,1,0,0,4
28,28,1,0,0,4
5.35,5.35,1,0,0,4
116.59,116.59,1,0,0,4
100,100,1,0,0,4
10.77,10.77,1,0,0,4
45.79,45.79,1,0,0,4
35.99,35.99,1,0,0,4
646.6,646.6,1,0,0,4
175.59,175.59,1,0,0,4
50,50,1,0,0,4
3819,0,0,1,0,3
625.78,0,0,1,0,3
333.14,0,0,1,0,3
2300,0,0,1,0,3
1079.57,0,0,1,0,3
537,0,0,1,0,3
150,0,0,1,0,3
500,0,0,1,0,3
11800,0,0,1,0,3
5275,0,0,1,0,3
25,0,0,1,0,3
350,0,0,1,0,3
381.95,0,0,1,0,3
172.53,0,0,1,0,3
409.24,0,0,1,0,3
29.95,0,0,1,0,3
702.24,0,0,1,0,3
2546.5,0,0,1,0,3
569.45,0,0,1,0,3
202.94,0,0,1,0,3
2862,0,0,1,0,3
335.18,0,0,1,0,3
163.85,0,0,1,0,3
20,0,0,1,0,3
1515,0,0,1,0,3
320,0,0,1,0,3
1500,0,0,1,0,3
31.75,0,0,1,0,3
3200,0,0,1,0,3
323,0,0,1,0,3
58,0,0,1,0,3
600,0,0,1,0,3
53.77,26.98,0,0,1,2
345.97,304.67,0,0,1,2
58.5,29.25,0,0,1,2
709,319.05,0,0,1,2
29.12,15,0,0,1,2
2548,1000,0,0,1,2
350,245,0,0,1,2
89,50,0,0,1,2
350,109.51,0,0,1,2
279.29,139.65,0,0,1,2
40,40,1,0,0,4
7.99,7.99,1,0,0,4
40,40,1,0,0,4
53,53,1,0,0,4
485,485,1,0,0,4
50,50,1,0,0,4
70,70,1,0,0,4
16.28,16.28,1,0,0,4
44.16,44.16,1,0,0,4
17.98,17.98,1,0,0,4
52.8,52.8,1,0,0,4
150,150,1,0,0,4
189.67,189.67,1,0,0,4
103.7,103.7,1,0,0,4
85,85,1,0,0,4
101.76,101.76,1,0,0,4
1255.9,0,0,1,0,3
1700,0,0,1,0,3
250,0,0,1,0,3
620,0,0,1,0,3
2690,0,0,1,0,3
90,0,0,1,0,3
250,0,0,1,0,3
49.98,0,0,1,0,3
24,0,0,1,0,3
325,0,0,1,0,3
954.8,0,0,1,0,3
340,0,0,1,0,3
225,0,0,1,0,3
200,0,0,1,0,3
141.45,0,0,1,0,3
275.5,0,0,1,0,3
158.95,0,0,1,0,3
455,0,0,1,0,3
35,0,0,1,0,3
3614,0,0,1,0,3
326.62,0,0,1,0,3
405.93,0,0,1,0,3
201.9,0,0,1,0,3
295,0,0,1,0,3
400,0,0,1,0,3
235.48,0,0,1,0,3
250,0,0,1,0,3
39.42,0,0,1,0,3
500,0,0,1,0,3
94.15,0,0,1,0,3
1132.8,0,0,1,0,3
530,0,0,1,0,3
715.06,0,0,1,0,3
300,265,0,0,1,2
175,87.5,0,0,1,2
75,37.5,0,0,1,2
230,115,0,0,1,2
398.78,348.73,0,0,1,2
360,97.14,0,0,1,2
3000,1596.41,0,0,1,1
999.94,499.97,0,0,1,2
323.99,161.99,0,0,1,2
285,25.08,0,0,1,2
68.6,34.4,0,0,1,2
744.3,311.53,0,0,1,2
250,106.5,0,0,1,2
203.78,104.03,0,0,1,2
239.99,50,0,0,1,2
294.39,134.11,0,0,1,2
36.49,36.49,1,0,0,4
10,10,1,0,0,4
7.37,7.37,1,0,0,4
31.39,31.39,1,0,0,4
100,100,1,0,0,4
31.94,31.94,1,0,0,4
92.75,92.75,1,0,0,4
94.72,94.72,1,0,0,4
24.84,24.84,1,0,0,4
80,80,1,0,0,4
10.7,10.7,1,0,0,4
60,60,1,0,0,4
20,20,1,0,0,4
85,85,1,0,0,4
100,100,1,0,0,4
30,30,1,0,0,4
7.44,7.44,1,0,0,4
400,400,1,0,0,4
15,15,1,0,0,4
20,20,1,0,0,4
18,18,1,0,0,4
1950,1950,1,0,0,1
9,9,1,0,0,4
9,9,1,0,0,4
40,40,1,0,0,4
448.6,0,0,1,0,3
1200,0,0,1,0,3
399,0,0,1,0,3
340,0,0,1,0,3
150,0,0,1,0,3
36.91,0,0,1,0,3
5528.87,0,0,1,0,3
140.53,0,0,1,0,3
415.92,0,0,1,0,3
162,0,0,1,0,3
200,0,0,1,0,3
357.21,0,0,1,0,3
132.14,0,0,1,0,3
20,0,0,1,0,3
1300,0,0,1,0,3
55,0,0,1,0,3
800,0,0,1,0,3
650,0,0,1,0,3
309.99,0,0,1,0,3
9105,0,0,1,0,3
1499,0,0,1,0,3
38.52,0,0,1,0,3
755,0,0,1,0,3
17.99,0,0,1,0,3
30,0,0,1,0,3
239.19,0,0,1,0,3
141.5,0,0,1,0,3
49.77,0,0,1,0,3
1000,0,0,1,0,3
446.93,0,0,1,0,3
313.56,0,0,1,0,3
2518.76,0,0,1,0,3
259.99,129.5,0,0,1,2
149.8,74.9,0,0,1,2
525.74,261.67,0,0,1,2
4970,1392.5,0,0,1,1
1505.94,882.21,0,0,1,2
600,300,0,0,1,2
322.76,112.45,0,0,1,2
79.99,50,0,0,1,2
97.66,48.83,0,0,1,2
600,339.88,0,0,1,2
242,108.9,0,0,1,2
345,0,0,1,0,3
310,155,0,0,1,2
81.41,81.41,1,0,0,4
113.97,113.97,1,0,0,4
30,30,1,0,0,4
95.74,95.74,1,0,0,4
21.8,21.8,1,0,0,4
285,285,1,0,0,4
50,50,1,0,0,4
59,59,1,0,0,4
200,200,1,0,0,4
45,45,1,0,0,4
38.02,38.02,1,0,0,4
74.67,74.67,1,0,0,4
33.95,33.95,1,0,0,4
10.78,10.78,1,0,0,4
20,20,1,0,0,4
44.1,44.1,1,0,0,4
21.28,21.28,1,0,0,4
15.9,15.9,1,0,0,4
98,0,0,1,0,3
125,0,0,1,0,3
83000,0,0,1,0,1
354.97,0,0,1,0,3
804.67,0,0,1,0,3
5028,0,0,1,0,3
4800,0,0,1,0,3
400,0,0,1,0,3
395.07,0,0,1,0,3
47.05,0,0,1,0,3
6000,0,0,1,0,3
60,0,0,1,0,3
353.15,0,0,1,0,3
363.64,0,0,1,0,3
25,0,0,1,0,3
73.25,0,0,1,0,3
750,0,0,1,0,3
171.34,0,0,1,0,3
40.56,0,0,1,0,3
399,0,0,1,0,3
430,0,0,1,0,3
200,0,0,1,0,3
150,0,0,1,0,3
350,0,0,1,0,3
116,0,0,1,0,3
450,0,0,1,0,3
1744.5,0,0,1,0,3
2420,0,0,1,0,3
2000,0,0,1,0,3
300,0,0,1,0,3
399.99,0,0,1,0,3
948.1,0,0,1,0,3
183,0,0,1,0,3
208.26,0,0,1,0,3
109.99,0,0,1,0,3
129,0,0,1,0,3
100,0,0,1,0,3
69.81,0,0,1,0,3
337,0,0,1,0,3
373.98,0,0,1,0,3
172.24,0,0,1,0,3
300,150,0,0,1,2
281,206,0,0,1,2
164,91.85,0,0,1,2
159,75,0,0,1,2
178,89,0,0,1,2
250,125,0,0,1,2
435,100,0,0,1,2
300,50,0,0,1,2
100,50,0,0,1,2
75.5,50,0,0,1,2
1272.97,617.83,0,0,1,2
944.89,405.52,0,0,1,2
343,334.43,0,0,1,2
747.65,406.89,0,0,1,2
563.08,563.08,1,0,0,4
400,400,1,0,0,4
35,35,1,0,0,4
20,20,1,0,0,4
36.74,36.74,1,0,0,4
25,25,1,0,0,4
30,0,0,1,0,3
245,0,0,1,0,3
43.19,0,0,1,0,3
1083.49,0,0,1,0,3
2955,0,0,1,0,3
58.51,0,0,1,0,3
506,0,0,1,0,3
239.1,0,0,1,0,3
193.76,0,0,1,0,3
1803.84,0,0,1,0,3
210,0,0,1,0,3
1916.96,783.46,0,0,1,2
110,55,0,0,1,2
331.5,298.35,0,0,1,2
47.63,39.85,0,0,1,2
28,28,1,0,0,4
573.75,573.75,1,0,0,4
30,30,1,0,0,4
228.41,228.41,1,0,0,4
27,27,1,0,0,4
43,43,1,0,0,4
120,120,1,0,0,4
184.44,184.44,1,0,0,4
158.24,158.24,1,0,0,4
40,40,1,0,0,4
277.99,277.99,1,0,0,4
100,100,1,0,0,4
125,125,1,0,0,4
292.59,292.59,1,0,0,4
12.25,12.25,1,0,0,4
109.41,109.41,1,0,0,4
65,65,1,0,0,4
43.3,43.3,1,0,0,4
89.82,89.82,1,0,0,4
2000,2000,1,0,0,1
15.49,15.49,1,0,0,4
99,99,1,0,0,4
58.99,58.99,1,0,0,4
100,100,1,0,0,4
21.4,21.4,1,0,0,4
190,190,1,0,0,4
160,160,1,0,0,4
125,125,1,0,0,4
37.23,37.23,1,0,0,4
108.99,108.99,1,0,0,4
61.73,61.73,1,0,0,4
15.02,15.02,1,0,0,4
33.99,33.99,1,0,0,4
96.51,96.51,1,0,0,4
8,8,1,0,0,4
158.99,0,0,1,0,3
2026.82,0,0,1,0,3
194.2,0,0,1,0,3
79.99,0,0,1,0,3
261,0,0,1,0,3
799.99,0,0,1,0,3
116.99,0,0,1,0,3
493.98,0,0,1,0,3
1172.94,0,0,1,0,3
129.99,0,0,1,0,3
1125.89,0,0,1,0,3
257,0,0,1,0,3
126.06,0,0,1,0,3
1878,0,0,1,0,3
660.95,0,0,1,0,3
500,0,0,1,0,3
2500,0,0,1,0,3
100,0,0,1,0,3
22,0,0,1,0,3
32,0,0,1,0,3
297.05,0,0,1,0,3
279.07,0,0,1,0,3
2500,0,0,1,0,3
344.5,0,0,1,0,3
150,0,0,1,0,3
250,0,0,1,0,3
74.13,0,0,1,0,3
359.95,0,0,1,0,3
260,0,0,1,0,3
648,0,0,1,0,3
1000,0,0,1,0,3
1115,0,0,1,0,3
305,0,0,1,0,3
105,0,0,1,0,3
207.39,0,0,1,0,3
1500,0,0,1,0,3
1171.48,0,0,1,0,3
1637.95,0,0,1,0,3
35,0,0,1,0,3
178.49,0,0,1,0,3
1200,0,0,1,0,3
385,0,0,1,0,3
147,0,0,1,0,3
150,0,0,1,0,3
2880,0,0,1,0,3
492.76,0,0,1,0,3
600,0,0,1,0,3
400,0,0,1,0,3
180.99,0,0,1,0,3
390,0,0,1,0,3
2903.72,0,0,1,0,3
2000,0,0,1,0,3
64,0,0,1,0,3
1500,0,0,1,0,3
1400,0,0,1,0,3
52,0,0,1,0,3
769,0,0,1,0,3
1200,0,0,1,0,3
720,0,0,1,0,3
228,0,0,1,0,3
432,0,0,1,0,3
75,37.5,0,0,1,2
1405,900,0,0,1,2
350,275,0,0,1,2
1530,765,0,0,1,2
2415.94,1207.97,0,0,1,2
200,50,0,0,1,2
317.99,108,0,0,1,2
325.99,139.82,0,0,1,2
431.61,406.61,0,0,1,2
245.94,203.04,0,0,1,2
1000,164.5,0,0,1,2
539,402.86,0,0,1,2
74.91,14.92,0,0,1,2
387.99,329.06,0,0,1,2
829.44,354.11,0,0,1,2
55,27.5,0,0,1,2
515.97,407.92,0,0,1,2
225.5,112.75,0,0,1,2
356.96,165.4,0,0,1,2
10,10,1,0,0,4
75,75,1,0,0,4
60,60,1,0,0,4
15.37,15.37,1,0,0,4
30.17,30.17,1,0,0,4
148.38,148.38,1,0,0,4
50,50,1,0,0,4
199.17,199.17,1,0,0,4
275,275,1,0,0,4
92.49,92.49,1,0,0,4
65,65,1,0,0,4
25,25,1,0,0,4
200,200,1,0,0,4
25,25,1,0,0,4
20,20,1,0,0,4
8.62,8.62,1,0,0,4
45.98,45.98,1,0,0,4
36.81,36.81,1,0,0,4
12.5,12.5,1,0,0,4
12,12,1,0,0,4
12.5,12.5,1,0,0,4
45,45,1,0,0,4
640,640,1,0,0,4
10,10,1,0,0,4
49.7,49.7,1,0,0,4
18,18,1,0,0,4
10.81,10.81,1,0,0,4
101.31,101.31,1,0,0,4
5,5,1,0,0,4
1500,0,0,1,0,3
259,0,0,1,0,3
100,0,0,1,0,3
50,0,0,1,0,3
227.3,0,0,1,0,3
229,0,0,1,0,3
300,0,0,1,0,3
260.93,0,0,1,0,3
25,0,0,1,0,3
1796,0,0,1,0,3
350,0,0,1,0,3
850,0,0,1,0,3
384.67,0,0,1,0,3
25,0,0,1,0,3
75,0,0,1,0,3
354,0,0,1,0,3
70,0,0,1,0,3
39.5,0,0,1,0,3
40,0,0,1,0,3
2295,0,0,1,0,3
38,0,0,1,0,3
65,0,0,1,0,3
353.25,0,0,1,0,3
270,0,0,1,0,3
99.95,0,0,1,0,3
2000,0,0,1,0,3
79.99,0,0,1,0,3
143,0,0,1,0,3
57.33,0,0,1,0,3
1910.26,0,0,1,0,3
67.25,0,0,1,0,3
2350,0,0,1,0,3
2900,0,0,1,0,3
375,0,0,1,0,3
459,0,0,1,0,3
380,0,0,1,0,3
1323.97,0,0,1,0,3
80,0,0,1,0,3
405.59,0,0,1,0,3
240.4,0,0,1,0,3
2000,0,0,1,0,3
692.72,0,0,1,0,3
40,0,0,1,0,3
150,0,0,1,0,3
1000,0,0,1,0,3
890.19,0,0,1,0,3
150,0,0,1,0,3
300,0,0,1,0,3
58.69,29.35,0,0,1,2
600,200,0,0,1,2
380.73,190.37,0,0,1,2
378.5,169.25,0,0,1,2
1337.35,665.62,0,0,1,2
140,70,0,0,1,2
210,50,0,0,1,2
1356.69,474.84,0,0,1,2
840,420,0,0,1,2
595,411.95,0,0,1,2
500.16,250.08,0,0,1,2
727.99,661.36,0,0,1,2
250,140,0,0,1,2
450,260.44,0,0,1,2
379.8,8,0,0,1,2
165,82.5,0,0,1,2
250,125,0,0,1,2
75.41,37.71,0,0,1,2
100,50,0,0,1,2
2200,1102.93,0,0,1,2
65.02,65.02,1,0,0,4
25,25,1,0,0,4
8.99,8.99,1,0,0,4
31.25,31.25,1,0,0,4
15,15,1,0,0,4
8.4,8.4,1,0,0,4
70,70,1,0,0,4
68,68,1,0,0,4
65,65,1,0,0,4
23.99,23.99,1,0,0,4
225,225,1,0,0,4
38.02,38.02,1,0,0,4
970,970,1,0,0,4
10,10,1,0,0,4
94.5,94.5,1,0,0,4
56.99,56.99,1,0,0,4
135,135,1,0,0,4
145.04,145.04,1,0,0,4
69.99,69.99,1,0,0,4
440.79,0,0,1,0,3
100,0,0,1,0,3
100,0,0,1,0,3
229.99,0,0,1,0,3
300,0,0,1,0,3
366.35,0,0,1,0,3
35,0,0,1,0,3
157,0,0,1,0,3
25,0,0,1,0,3
1000,0,0,1,0,3
1600,0,0,1,0,3
1686.52,0,0,1,0,3
50,0,0,1,0,3
300,0,0,1,0,3
51.72,0,0,1,0,3
100.95,0,0,1,0,3
215,0,0,1,0,3
300,0,0,1,0,3
450,0,0,1,0,3
10,0,0,1,0,3
322.56,0,0,1,0,3
88.92,0,0,1,0,3
220,0,0,1,0,3
25,0,0,1,0,3
113,0,0,1,0,3
21.25,0,0,1,0,3
120,0,0,1,0,3
632.8,0,0,1,0,3
303,0,0,1,0,3
5929.5,0,0,1,0,3
200,0,0,1,0,3
300,150,0,0,1,2
238,50,0,0,1,2
105.99,52.99,0,0,1,2
400,200,0,0,1,2
1200,1102.52,0,0,1,2
26,13,0,0,1,2
300,260.43,0,0,1,2
396.86,198.43,0,0,1,2
61.5,30.75,0,0,1,2
1362,532.13,0,0,1,2
1150,376.12,0,0,1,2
150,150,1,0,0,4
25,25,1,0,0,4
50,50,1,0,0,4
14,14,1,0,0,4
26.25,26.25,1,0,0,4
120,120,1,0,0,4
26.74,26.74,1,0,0,4
20,20,1,0,0,4
249.99,249.99,1,0,0,4
82.45,82.45,1,0,0,4
14.02,14.02,1,0,0,4
400,400,1,0,0,4
24.72,24.72,1,0,0,4
150,150,1,0,0,4
29,29,1,0,0,4
428.92,428.92,1,0,0,4
21.7,21.7,1,0,0,4
58.8,58.8,1,0,0,4
10,10,1,0,0,4
8,8,1,0,0,4
8,8,1,0,0,4
38.55,38.55,1,0,0,4
8,8,1,0,0,4
82.92,82.92,1,0,0,4
61.95,61.95,1,0,0,4
129.99,129.99,1,0,0,4
49.5,49.5,1,0,0,4
300,300,1,0,0,4
43.56,43.56,1,0,0,4
90,90,1,0,0,4
5500,0,0,1,0,3
702.32,0,0,1,0,3
198.93,0,0,1,0,3
17.27,0,0,1,0,3
673.18,0,0,1,0,3
1759,0,0,1,0,3
17.27,0,0,1,0,3
289.85,0,0,1,0,3
450,0,0,1,0,3
1600,0,0,1,0,3
587,0,0,1,0,3
100,0,0,1,0,3
229.9,0,0,1,0,3
1500,0,0,1,0,3
156,0,0,1,0,3
300,0,0,1,0,3
600,0,0,1,0,3
2909.25,0,0,1,0,3
320,0,0,1,0,3
107.45,0,0,1,0,3
180,0,0,1,0,3
149.77,0,0,1,0,3
172.89,0,0,1,0,3
64.06,0,0,1,0,3
220,0,0,1,0,3
50,0,0,1,0,3
1900,0,0,1,0,3
249,0,0,1,0,3
75,0,0,1,0,3
114.88,0,0,1,0,3
61.96,0,0,1,0,3
175,0,0,1,0,3
967.49,0,0,1,0,3
48,0,0,1,0,3
350,0,0,1,0,3
2077,0,0,1,0,3
49.95,0,0,1,0,3
695,0,0,1,0,3
200,0,0,1,0,3
1065,0,0,1,0,3
1399.99,0,0,1,0,3
102,0,0,1,0,3
10979,0,0,1,0,3
44.21,0,0,1,0,3
4020,0,0,1,0,3
750.48,131.45,0,0,1,2
2650,941.61,0,0,1,2
189.65,94.82,0,0,1,2
500,250,0,0,1,2
151.36,103.2,0,0,1,2
190,60,0,0,1,2
272,258.4,0,0,1,2
125,50,0,0,1,2
200,71.3,0,0,1,2
125,62.5,0,0,1,2
390,195,0,0,1,2
534,331.22,0,0,1,2
128,89.6,0,0,1,2
379.99,317.88,0,0,1,2
45,27,0,0,1,2
800,362.12,0,0,1,2
755.65,377.82,0,0,1,2
299.99,250.96,0,0,1,2
1500,486.06,0,0,1,2
1600,1028.73,0,0,1,2
100,50,0,0,1,2
350,50,0,0,1,2
126.31,126.31,1,0,0,4
25,25,1,0,0,4
199,199,1,0,0,4
17.95,17.95,1,0,0,4
160,160,1,0,0,4
12,12,1,0,0,4
15,15,1,0,0,4
10.79,10.79,1,0,0,4
150,150,1,0,0,4
119.81,119.81,1,0,0,4
18,18,1,0,0,4
16.35,16.35,1,0,0,4
125,125,1,0,0,4
975,975,1,0,0,4
60,60,1,0,0,4
10.9,10.9,1,0,0,4
150,150,1,0,0,4
800,800,1,0,0,4
175,175,1,0,0,4
22,22,1,0,0,4
22,22,1,0,0,4
159,0,0,1,0,3
250,0,0,1,0,3
435,0,0,1,0,3
2740,0,0,1,0,3
70,0,0,1,0,3
975,0,0,1,0,3
208,0,0,1,0,3
91.93,0,0,1,0,3
27.5,0,0,1,0,3
10,0,0,1,0,3
1469.53,0,0,1,0,3
350,0,0,1,0,3
31275.2,0,0,1,0,1
100,0,0,1,0,3
115,0,0,1,0,3
3750,0,0,1,0,3
324.7,0,0,1,0,3
507.44,0,0,1,0,3
680,0,0,1,0,3
